datetime,city,state,number,country,shape,duration(seconds),duration(hours/min),comments,dateposted,latitude,longitude
10-10-06 20:00,bray,ok,1,United States,other,360,6 mins,Glowing V Shaped Object flying Low making no sound.,12-12-09,34.6377778,-97.8172222
10-10-06 21:47,plymouth (devonshire) (uk/england),Unknown,1,Great Britain,formation,120,1-2 mins,they were right above me very small almost like minni stars and they were circling round sommothing and came closer and further away an,10/30/2006,50.396389,-4.138611
10-10-06 22:40,waycross,ga,1,United States,light,120,2 minutes,Redish orange light viewed from Waycross &#44Ga. Moving Northwest and suddenly just goes out.,10/30/2006,31.2133333,-82.3541667
10-10-06 22:50,wolfforth,tx,1,United States,disk,300,5 min,Huge aircraft with diagnally aligned white lights moving slowly and loudly through the night.,10/30/2006,33.5058333,-102.0086111
10-10-06 23:00,lyndhurst,oh,1,United States,unknown,300,5 minutes,This is a follow up to my Feb. 16th&#44 1995 report.  This past Tuesday&#44 my wife and I AGAIN heard the same loud&#44 rumbling roar that we he,10/30/2006,41.52,-81.4888889
10-10-07 1:00,lebanon,or,1,United States,light,14400,4 hours,Small Orange-White &quot;star&quot; that moves around in circles&#44 up&#44 down&#44 and sideways fast in the night sky,11/28/2007,44.5366667,-122.9058333
10-10-07 1:00,stockbridge,ga,1,United States,changing,3600,1 hour,i was abducted,11/28/2007,33.5441667,-84.2338889
10-10-07 4:00,denver,co,1,United States,changing,2700,45 minutes+,Huge lighted cluster in the eastern sky.  ((NUFORC Note:  Sighting of Venus.  PD)),11/28/2007,39.7391667,-104.9841667
10-10-07 4:30,jacksonville,fl,1,United States,sphere,30,30 seconds,half mile from de saint Jhons River&#44 low flying sphere&#44   at slow speed without noise,03-04-08,30.3319444,-81.6558333
10-10-07 6:00,indio,Canada,1,United States,oval,600,10 min.,Observed 2 white clouds of identical shape in clear blue shy with object becoming visible beneath one cloud.,06-09-09,33.7205556,-116.2147222
10-10-07 13:00,owego,ny,1,United States,triangle,10800,3 hours,triangle with 3 llights blinking. 500 Lights On Object0: Yes,11/28/2007,42.1033333,-76.2625
10-10-07 18:33,downingtown,pa,1,United States,circle,120,1 to 1 1/2 minutes,Star-like (but MUCH BRIGHTER AND LARGER) light west of D-town&#44 PA.  Seen against sunset.  ((NUFORC Note:  Contrail??  PD)),11/28/2007,40.0063889,-75.7036111
10-10-07 19:00,austin,tx,1,United States,flash,3,3 seconds,pulsing flash recurring at 2 second intervals 3 times along the same trajectory along 90 degrees of sky,11/28/2007,30.2669444,-97.7427778
10-10-07 20:10,starrsville (covington),ga,1,United States,sphere,60,appx. 1 minute,MUFON GEORGIA FOLLOW-UP REPORT:  Joint NUFORC-MUFON of Georgia Investigation-Fiery Sphere Shaped Object,06-12-08,33.5394444,-83.8194444
10-10-07 20:24,west palm beach florida,fl,1,United States,fireball,180,approx 3 mins,Burning ball across the sky over central/south florida. Strobing effect towards end of the final view of object.,11/28/2007,26.705621,-80.03643
10-10-07 20:30,conyers,ga,1,United States,unknown,3600,1 hour,Craft seen falling and dissapears into thin air.  ((NUFORC Note:  Missile launch??  We have no explanation for the aircraft.  PD)),11/28/2007,33.6675,-84.0177778
10-10-07 20:55,vero beach,fl,1,United States,unknown,30,30 seconds,Shooting star without red globe burn-out or descent maintains steady Southerly trajectory.  ((NUFORC Note:  Missile launch??  PD)),11/28/2007,27.6383333,-80.3975
10-10-07 21:00,jensen beach,fl,1,United States,oval,120,2 mins,A oval shaped object hovered and shot through the sky with very bright lights and then vanished. 500 Lights On Object0: Yes,11/28/2007,27.2541667,-80.23
10-10-07 21:43,houston,tx,1,United States,formation,35,35 seconds,Large Boomerang formation of lights over Houston&#44 Beltway 8 &amp; Westheimer moving north to south 10/10/07&#44 9:43 PM.,11/28/2007,29.7630556,-95.3630556
10-10-07 22:00,duluth,mn,1,United States,light,600,10 minutes,Bright pulsating light over lake superior.,1/21/2008,46.7833333,-92.1063889
10-10-07 22:00,fleming,co,1,United States,circle,600,10 minutes,UFO SPOTTED&#44 FLEMING COLORADO,11/28/2007,40.68,-102.8388889
10-10-07 22:00,grove city,pa,1,United States,unknown,3600,1:00:00,Light pattern moving silently through rapid maneuvers over Grove City,1/21/2008,41.1577778,-80.0888889
10-10-07 22:00,van alstyne,tx,1,United States,other,4,4 seconds,large mass of tiny lights all clustered together in the shape of a large boomerang over eastern sky in north Texas.,11/28/2007,33.4213889,-96.5769444
10-10-07 23:05,northglenn,co,1,United States,triangle,15,15 seconds,Hovering triangular shape seen with flashing lights seen in Colorado,11/28/2007,39.8855556,-104.9866667
10-10-07 23:20,stord (norway),Unknown,1,Europe,light,600,10 min,Thise could be an ETV case&#44 but it could also be helicopters or/and airplanes,1/21/2008,59.900209,5.282347
10-10-08 2:00,london (canada),on,1,Canada,other,120,2 min. approx,C shape with a T front over London ont on Oct 10&#44 2008 on a clear day around 2PM,06-09-09,42.983333,-81.25
10-10-08 2:00,north branch,mn,1,United States,light,300,5 min,Lights at night&#44 shining into car and garage and around blinds,10/31/2008,45.5113889,-92.98
10-10-08 2:00,slingerlands,ny,1,United States,circle,240,4 min,Huge&#44 moon size&#44 orange&#44 bright&#44 almost complete circle,10/31/2008,42.6291667,-73.865
10-10-08 4:00,carlin,nv,1,United States,disk,600,10 mins,Ufo sighting in Carlin&#44 NV&#44 at the pilot truck stop. 500 Lights On Object0: Yes,7/19/2010,40.7138889,-116.1030556
10-10-08 4:50,evansville,in,1,United States,formation,600,10 minutes+,I saw a huge V-shaped object moving slowly and silently over the roof tops in my neighborhood.,10/31/2008,37.9747222,-87.5558333
10-10-08 6:00,albany,ny,1,United States,oval,45,45 seconds,I live Colonie&#44 New York&#44 a suburb of Albany.  I live within 4 miles of the Albany International Airport. Many  takeoff&#8217;s and landings,10/31/2008,42.6525,-73.7566667
10-10-08 10:22,fremont,Canada,1,United States,triangle,60,1 minute,I saw a brightly lightes v shaped ufo while driving through fremont&#44ca.,10/31/2008,37.5483333,-121.9875
10-10-08 18:00,yuma,az,1,United States,triangle,900,15 minutes,Carousel in the sky on fire / pixalated triangle over Yuma&#44 AZ,10-10-11,32.7252778,-114.6236111
10-10-08 19:00,south bend,in,1,United States,light,600,10 minutes,Glowing succession of flying objects on the horizon.,10/31/2008,41.6833333,-86.25
10-10-08 20:00,la crescent,mn,1,United States,formation,10,10 seconds,six strange lights in the sky over La Crescent MN,10/31/2008,43.8280556,-91.3038889
10-10-08 20:00,moon township,pa,1,United States,unknown,120,2 minutes,unknown rectangular shaped aircraft with bright lights seen over Rt. 60 near Pittsburgh International Airport&#44 definitely NOT a plane,10/31/2008,40.516977,-80.221348
10-10-08 20:00,philadelphia,pa,1,United States,oval,60,1 minute,Silent&#44 oval&#44 bright white craft in yard.,07-04-12,39.9522222,-75.1641667
10-10-08 20:00,seattle,wa,1,United States,light,180,3 minutes,Around 8:00 pm? I Went out side and looked up at the stars and I saw a light which I thought was a small faded star  until it started t,10/31/2008,47.6063889,-122.3308333
10-10-08 20:40,pueblo,co,1,United States,light,300,5 minutes,In the northwest sky&#44 there were about seven lights moving slowly and flashing in and out if an extremely strange fashion.,10/31/2008,38.2544444,-104.6086111
10-10-08 21:30,cincinnati,oh,1,United States,oval,900,15 minutes,12 ovel objects flying east to west orange and red at a slow speed then vanished,10/31/2008,39.1619444,-84.4569444
10-10-08 22:00,san diego,Canada,1,United States,disk,30,30 seconds,low flying saucer in suburban area.  ((NUFORC Note:  Student report.  PD)),10/31/2008,32.7152778,-117.1563889
10-10-08 22:30,madison,wi,1,United States,circle,20,20 secounds,Tanslucent orange/yellow UFO in Madison WI,10/31/2008,43.0730556,-89.4011111
10-10-08 23:15,coldwater,oh,1,United States,sphere,60,1 minute,spherical in shape&#44 orange flames coming from the bottom&#44 completely silent&#44 moved fast and also hovered.,10/31/2008,40.4797222,-84.6283333
10-10-09 12:00,crested butte,co,1,United States,egg,60,1min,metallic egg shaped craft above crested butte&#44 CO.  Also have seen great amount of activity READ ME&#33,12-12-09,38.8697222,-106.9872222
10-10-09 12:42,tulsa,ok,1,United States,unknown,6,6 seconds,In&#39t see nothing in the park,12-12-09,36.1538889,-95.9925
10-10-09 16:24,eagar,az,1,United States,unknown,180,2-3 minutes,Second sighting was only 150 feet away.  Observations between two sightings.,12-12-11,34.1111111,-109.2908333
10-10-09 19:30,suffolk,va,1,United States,unknown,900,15 minutes,It looked sort of lime green.  It appeared to have an odd texture.  It had a dimples on its surface.  It was not smooth at all.  It jus,12-12-09,36.7280556,-76.5838889
10-10-09 20:30,anaheim,Canada,1,United States,light,300,5 mins,UFO over Disneyland.,12-12-09,33.8352778,-117.9136111
10-10-09 20:45,wilmington,nc,1,United States,light,600,10minutes,Two lights seen with a lighting of something strobe like near the ground.,12-12-09,34.2255556,-77.945
10-10-09 21:00,leesburg,va,1,United States,disk,300,less than 5 minutes,Two large glowing amber/dark orangish colored circular disks-not a sound-,11/21/2010,39.1155556,-77.5638889
10-10-09 23:00,michigan city,in,1,United States,changing,900,15 minutes,black object that seemed to impode into a sphere and vanish&#44 only to reappear in the same shape and move location,12-12-09,41.7075,-86.895
10-10-09 23:23,cupertino,Canada,1,United States,light,180,3 minutes,Bright red light object made random moves horizontally and floated for a while and then went up vertically.,12-12-09,37.3230556,-122.0311111
10-10-10 1:00,orchard park,ny,1,United States,light,7200,a few hours,Xmas colored rotating lights.  ((NUFORC Note:  Twinkling stars??  PD)),01-05-11,42.7675,-78.7441667
10-10-10 2:30,harrisburg,pa,1,United States,circle,240,4  minutes,possible UFO sighting,11/21/2010,40.2736111,-76.8847222
10-10-10 3:00,euclid,oh,1,United States,circle,180,3 minutes,2 objects blinking red and white&#44 disappeared into the sky&#44 after hovering around sky for 3 minutes.( over lake erie,11/21/2010,41.5930556,-81.5269444
10-10-10 8:30,starr,sc,1,United States,formation,600,5-10 mins,Strange orange lights in the night sky,11/21/2010,34.3769444,-82.6958333
10-10-10 12:00,greenwich,ct,1,United States,light,240,4 mins,&quot;Star&quot; like objects during clear day light in formation.,11/21/2010,41.0263889,-73.6288889
10-10-10 13:00,north charleston,sc,1,United States,light,180,3 minutes,Object(s) visible 3 times at same place in the sky at during day in Chas&#44 SC,07-04-12,32.8544444,-79.975
10-10-10 15:00,san francisco airport,Canada,1,United States,triangle,300,5 min.,White or light grey colored and leaving red/orange contrails on a bright blue sky.,9/30/2013,37.615223,-122.389979
10-10-10 16:30,springfield,va,1,United States,cigar,15,15 secs,Metalic cigar shaped object sighted during lull in a storm in Springfield&#44 VA,11/21/2010,38.7891667,-77.1875
10-10-10 17:10,bridgeport,ct,1,United States,light,600,five to ten minutes,Saw a light in the sky fading in and out over Bridgeport&#44 CT.,11/21/2010,41.1669444,-73.2052778
10-10-10 18:30,clackamas,or,1,United States,triangle,120,1-2minutes,triangular ufo sighting in oregon 10-10-10,11/21/2010,45.4077778,-122.5691667
10-10-10 20:00,san angelo,tx,1,United States,oval,60,1 minute,I was coming back from the grocery store around 8:30 pm when I noticed a large orange glowing object in the sky above my neighbors hous,11/21/2010,31.4636111,-100.4366667
10-10-10 20:20,windsor,ct,1,United States,fireball,5,5 seconds,Bus sized fireball object over 91 about 3-400 ft up going about 150 mph at a downward 20 degree angle.,05-02-14,41.8525,-72.6441667
10-10-10 20:45,sterling,il,1,United States,cylinder,600,10min,It had rows of white lights with red lights pulsating in between them,11/21/2010,41.7886111,-89.6961111
10-10-10 21:00,everett,wa,1,United States,other,30,30 seconds,crown shaped object with two orange lights over everett wa,11/21/2010,47.9791667,-122.2008333
10-10-10 21:00,kykotsmovi,az,1,United States,disk,7200,2 hours,We saw  what seem to be a space craft in the eastern sky of northern AZ&#44 on 10-10-10.,1/31/2011,35.8752778,-110.6197222
10-10-10 21:30,albany,ny,1,United States,circle,10,10 seconds,Circle of light SUNY Albany.,8/30/2013,42.6525,-73.7566667
10-10-10 22:30,garden grove,Canada,1,United States,egg,7200,2 hours,Blue Light in Garden Grove,11/21/2010,33.7738889,-117.9405556
10-10-10 23:00,miami,fl,1,United States,changing,1200,approx. 20 mins,Bright lights hovering and going in and out of orchestrated formations,11/21/2010,25.7738889,-80.1938889
10-10-11 0:00,troy,ny,1,United States,triangle,7200,2 hours,Red&#44 green &amp; orange blinking triangle formation.  ((NUFORC Note:  Probable sighting of a twinkling star&#44 possibly Sirius.  PD)),10-10-11,42.7283333,-73.6922222
10-10-11 1:00,farmington,nm,1,United States,circle,300,5 minutes,Single reddish circle  in the sky that wasn&#39t jet nor satelitte,8/30/2013,36.7280556,-108.2180556
10-10-11 2:00,prescott valley,az,1,United States,other,300,hours,Craft boomerang shape.2:00am duration hours.  ((NUFORC Note:  Probable sighting of a twinkling star&#44 possibly Sirius.  PD)),10-10-11,34.61,-112.315
10-10-11 10:30,ashville,ny,1,United States,circle,60,1 minute,Amber object in night sky during full moon&#44 or the day before full moon,10/19/2011,42.0963889,-79.3758333
10-10-11 14:00,epsom (surrey) (uk/england),Unknown,1,Great Britain,oval,300,5 mins,Flying beer barrel shaped metallic object,12-12-11,51.316667,-0.266667
10-10-11 14:30,north kingstown,ri,1,United States,oval,40,40 sec,Bright oval object in sky,10/25/2011,41.55,-71.4666667
10-10-11 15:00,groton,ct,1,United States,disk,5,less than 5 seconds,Small shiny object seen in sky while driving on clear day&#44 looked back for a 3rd time and it was gone.,10-10-11,41.35,-72.0788889
10-10-11 18:15,peabody-saugus,ma,1,United States,flash,2700,45 minutes,Flashing light in the sky as airplanes flew by.,10/19/2011,42.468164,-71.014118
10-10-11 19:00,mechanicsville,va,1,United States,light,300,5 minutes,Three orange lights flying in unison,10/19/2011,37.6086111,-77.3736111
10-10-11 19:30,murfeesboro/smyrna,tn,1,United States,Unknown,2700,30-45 minutes,Multi color oblect over Smyrna/Murfreesboro 10/10/11,10/19/2011,35.947474,-86.488367
10-10-11 20:00,hamilton (canada),on,1,Canada,flash,4,2-4 seconds,Strange flash in the sky,10/19/2011,43.25,-79.833333
10-10-11 20:00,middletown,ct,1,United States,fireball,1200,15-20 minutes,Fireball Spinning Orange UFO,10/19/2011,41.5622222,-72.6511111
